Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
148.541474223,-0.236207351088524,1.50051784515381,-0.184678077697754,,,,,,,
148.546397765,-0.1650101095438,1.66808032989502,0.137935876846313,,,,,,,
148.55132214,-0.399177610874176,1.828369140625,0.208771228790283,,,,,,,
148.556245629,-0.577259361743927,2.02438449859619,0.351053714752197,,,,,,,
148.561168338,-0.742197632789612,2.15086364746094,0.476227283477783,,,,,,,
148.566091879,-0.740658640861511,2.34655952453613,0.507801532745361,,,,,,,
148.571016254,-0.771387219429016,2.55150985717773,0.553760051727295,,,,,,,
148.575939744,-0.965993762016296,2.62459754943848,0.578309059143066,,,,,,,
148.580862452,-1.14760792255402,2.8887939453125,0.411709785461426,,,,,,,
148.585785994,-1.09886622428894,3.25523090362549,0.176582813262939,,,,,,,
148.590710369,-1.0043169260025,3.5538854598999,-0.0405333042144775,,,,,,,
148.595633806,-0.933496654033661,3.73935604095459,-0.292104721069336,,,,,,,
148.600556567,-0.786022305488586,3.95035552978516,-0.431910276412964,,,,,,,
148.605480108,-0.588387966156006,4.15322589874268,-0.509865999221802,,,,,,,
148.610404483,-0.338484942913055,4.39105892181397,-0.566770315170288,,,,,,,
148.615327921,-0.237728774547577,4.53002548217773,-0.62202262878418,,,,,,,
148.620250681,-0.202814191579819,4.54891586303711,-0.575616121292114,,,,,,,
148.625174223,-0.121698319911957,4.47906970977783,-0.327481508255005,,,,,,,
148.630098598,0.0891015231609345,4.449782371521,0.143515586853027,,,,,,,
148.635022036,0.506370902061462,4.45148658752441,0.698251485824585,,,,,,,
148.639944796,0.989258944988251,4.3239917755127,1.20730519294739,,,,,,,
148.644868338,1.45691812038422,4.06253242492676,1.6304452419281,,,,,,,
148.649792713,1.73988950252533,3.78432369232178,1.91070055961609,,,,,,,
148.65471615,1.79061496257782,3.51808547973633,1.96455478668213,,,,,,,
148.659638911,1.6955099105835,3.25667381286621,1.94043064117432,,,,,,,
148.664562452,1.52164220809937,3.00015449523926,1.95779252052307,,,,,,,
148.669486827,1.33385562896729,2.7246561050415,1.99970126152039,,,,,,,
148.674410265,1.0964218378067,2.37045574188232,2.11384749412537,,,,,,,
148.679333025,0.931801438331604,2.00225925445557,2.26644659042358,,,,,,,
148.684256567,0.744656682014465,1.73014259338379,2.39978837966919,,,,,,,
148.689180942,0.473071873188019,1.49682521820068,2.40555000305176,,,,,,,
148.694104379,0.212935924530029,1.29517841339111,2.43419432640076,,,,,,,
148.69902714,-0.0499432981014252,1.14194011688232,2.55484914779663,,,,,,,
148.703950629,-0.341923177242279,1.02759647369385,2.50639939308167,,,,,,,
148.708875056,-0.536486148834229,0.992767333984375,2.46834921836853,,,,,,,
148.713798494,-0.722608506679535,0.965744972229004,2.40925288200378,,,,,,,
